home_team_name,away_team_name,home_wins,year,stadium_name,city,attendance,capacity,league
Colorado Rapids,Austin FC,0,2021,Dick's Sporting Goods Park,"Denver, Colorado",,,MLS
Colorado Rapids,Austin FC,1,2021,Dick's Sporting Goods Park,"Denver, Colorado","8,582",,MLS
Colorado Rapids,Austin FC,0,2022,Dick's Sporting Goods Park,"Denver, Colorado","18,084",,MLS
Colorado Rapids,Nashville SC,0,2022,Dick's Sporting Goods Park,"Denver, Colorado","15,465",,MLS
New York Red Bulls,Chicago Fire FC,0,2005,Giants Stadium,"New York, New York",,,MLS
New York Red Bulls,Chicago Fire FC,1,2005,Giants Stadium,"New York, New York",,,MLS
New York Red Bulls,Chicago Fire FC,1,2006,Giants Stadium,"New York, New York",,,MLS
New York Red Bulls,Chicago Fire FC,1,2007,Giants Stadium,"New York, New York",,,MLS
New York Red Bulls,Chicago Fire FC,1,2007,Giants Stadium,"New York, New York",,,MLS
New York Red Bulls,Chicago Fire FC,0,2008,Giants Stadium,"New York, New York","14,754",,MLS
New York Red Bulls,Chicago Fire FC,0,2009,Giants Stadium,"New York, New York","10,762",,MLS
New York Red Bulls,Chicago Fire FC,1,2010,Red Bull Arena,"New York, New York",,,MLS
New York Red Bulls,Chicago Fire FC,1,2012,Red Bull Arena,"New York, New York","15,814",,MLS
New York Red Bulls,Chicago Fire FC,0,2012,Red Bull Arena,"New York, New York","21,157",,MLS
New York Red Bulls,Chicago Fire FC,1,2013,Red Bull Arena,"New York, New York","25,219",,MLS
New York Red Bulls,Chicago Fire FC,0,2014,Red Bull Arena,"New York, New York","23,776",,MLS
New York Red Bulls,Chicago Fire FC,1,2015,Red Bull Arena,"New York, New York","17,184",,MLS
New York Red Bulls,Chicago Fire FC,1,2016,Red Bull Arena,"New York, New York","16,624",,MLS
New York Red Bulls,Chicago Fire FC,1,2017,Red Bull Arena,"New York, New York","22,814",,MLS
New York Red Bulls,Chicago Fire FC,0,2018,Red Bull Arena,"New York, New York","18,784",,MLS
New York Red Bulls,Chicago Fire FC,1,2019,Red Bull Arena,"New York, New York","17,563",,MLS
New York Red Bulls,Chicago Fire FC,1,2021,Red Bull Arena,"New York, New York",,,MLS
New York Red Bulls,Chicago Fire FC,0,2021,Red Bull Arena,"New York, New York","12,018",,MLS
New York Red Bulls,DC United,0,2003,Giants Stadium,"New York, New York",,,MLS
New York Red Bulls,DC United,1,2004,Giants Stadium,"New York, New York",,,MLS
New York Red Bulls,DC United,0,2004,Giants Stadium,"New York, New York",,,MLS
New York Red Bulls,DC United,0,2004,Giants Stadium,"New York, New York",,,MLS
New York Red Bulls,DC United,0,2005,Giants Stadium,"New York, New York",,,MLS
New York Red Bulls,DC United,0,2006,Giants Stadium,"New York, New York",,,MLS
New York Red Bulls,DC United,0,2006,Giants Stadium,"New York, New York",,,MLS
New York Red Bulls,DC United,1,2007,Giants Stadium,"New York, New York",,,MLS
New York Red Bulls,DC United,1,2008,Giants Stadium,"New York, New York","15,038",,MLS
New York Red Bulls,DC United,0,2009,Giants Stadium,"New York, New York","10,303",,MLS
New York Red Bulls,DC United,0,2011,Red Bull Arena,"New York, New York",,,MLS
New York Red Bulls,DC United,1,2012,Red Bull Arena,"New York, New York","25,187",,MLS
New York Red Bulls,DC United,0,2012,Red Bull Arena,"New York, New York","14,035",,MLS
New York Red Bulls,DC United,1,2013,Red Bull Arena,"New York, New York","17,372",,MLS
New York Red Bulls,DC United,1,2014,Red Bull Arena,"New York, New York","14,953",,MLS
New York Red Bulls,DC United,1,2014,Red Bull Arena,"New York, New York","18,054",,MLS
New York Red Bulls,DC United,1,2015,Red Bull Arena,"New York, New York","21,036",,MLS
New York Red Bulls,DC United,1,2015,Red Bull Arena,"New York, New York","22,645",,MLS
New York Red Bulls,DC United,1,2015,Red Bull Arena,"New York, New York","25,219",,MLS
New York Red Bulls,DC United,1,2017,Red Bull Arena,"New York, New York","20,104",,MLS
New York Red Bulls,DC United,1,2018,Red Bull Arena,"New York, New York","22,324",,MLS
New York Red Bulls,DC United,0,2020,Red Bull Arena,"New York, New York",,,MLS
New York Red Bulls,DC United,1,2022,Red Bull Arena,"New York, New York","13,678",,MLS
New York Red Bulls,San Jose Earthquakes,1,2004,Giants Stadium,"New York, New York",,,MLS
New York Red Bulls,San Jose Earthquakes,0,2005,Giants Stadium,"New York, New York",,,MLS
New York Red Bulls,San Jose Earthquakes,1,2008,Giants Stadium,"New York, New York","9,053",,MLS
New York Red Bulls,San Jose Earthquakes,1,2009,Giants Stadium,"New York, New York","8,042",,MLS
New York Red Bulls,San Jose Earthquakes,1,2010,Red Bull Arena,"New York, New York",,,MLS
New York Red Bulls,San Jose Earthquakes,0,2010,Red Bull Arena,"New York, New York",,,MLS
New York Red Bulls,San Jose Earthquakes,1,2011,Red Bull Arena,"New York, New York",,,MLS
New York Red Bulls,San Jose Earthquakes,1,2015,Red Bull Arena,"New York, New York","16,406",,MLS
New York Red Bulls,San Jose Earthquakes,1,2017,Red Bull Arena,"New York, New York","17,392",,MLS
New York Red Bulls,San Jose Earthquakes,1,2019,Red Bull Arena,"New York, New York","15,621",,MLS
New York Red Bulls,Colorado Rapids,0,2004,Giants Stadium,"New York, New York",,,MLS
New York Red Bulls,Colorado Rapids,1,2006,Giants Stadium,"New York, New York",,,MLS
New York Red Bulls,Colorado Rapids,0,2007,Giants Stadium,"New York, New York",,,MLS
New York Red Bulls,Colorado Rapids,0,2008,Giants Stadium,"New York, New York","14,795",,MLS
New York Red Bulls,Colorado Rapids,0,2009,Giants Stadium,"New York, New York",,,MLS
New York Red Bulls,Colorado Rapids,1,2010,Red Bull Arena,"New York, New York",,,MLS
New York Red Bulls,Colorado Rapids,1,2012,Red Bull Arena,"New York, New York","21,024",,MLS
New York Red Bulls,Colorado Rapids,1,2017,Red Bull Arena,"New York, New York","19,375",,MLS
New York Red Bulls,Colorado Rapids,0,2019,Red Bull Arena,"New York, New York","17,089",,MLS
New York Red Bulls,FC Dallas,0,2004,Giants Stadium,"New York, New York",,,MLS
New York Red Bulls,FC Dallas,0,2004,Giants Stadium,"New York, New York",,,MLS
New York Red Bulls,FC Dallas,1,2005,Giants Stadium,"New York, New York",,,MLS
New York Red Bulls,FC Dallas,0,2006,Giants Stadium,"New York, New York",,,MLS
New York Red Bulls,FC Dallas,1,2007,Giants Stadium,"New York, New York",,,MLS
New York Red Bulls,FC Dallas,1,2008,Giants Stadium,"New York, New York","16,427",,MLS
New York Red Bulls,FC Dallas,1,2009,Giants Stadium,"New York, New York",,,MLS
New York Red Bulls,FC Dallas,1,2010,Red Bull Arena,"New York, New York",,,MLS
New York Red Bulls,FC Dallas,1,2013,Red Bull Arena,"New York, New York","18,976",,MLS
New York Red Bulls,FC Dallas,1,2016,Red Bull Arena,"New York, New York","18,025",,MLS
New York Red Bulls,FC Dallas,1,2018,Red Bull Arena,"New York, New York","20,827",,MLS
New York Red Bulls,Chivas USA,1,2006,Giants Stadium,"New York, New York",,,MLS
New York Red Bulls,Chivas USA,0,2007,Giants Stadium,"New York, New York",,,MLS
New York Red Bulls,Chivas USA,1,2008,Giants Stadium,"New York, New York","9,521",,MLS
New York Red Bulls,Chivas USA,0,2009,Giants Stadium,"New York, New York","10,556",,MLS
New York Red Bulls,Chivas USA,1,2010,Red Bull Arena,"New York, New York",,,MLS
New York Red Bulls,Chivas USA,0,2011,Red Bull Arena,"New York, New York",,,MLS
New York Red Bulls,Real Salt Lake,1,2006,Giants Stadium,"New York, New York",,,MLS
New York Red Bulls,Real Salt Lake,1,2008,Giants Stadium,"New York, New York","11,692",,MLS
New York Red Bulls,Real Salt Lake,1,2009,Giants Stadium,"New York, New York","8,508",,MLS
New York Red Bulls,Real Salt Lake,0,2011,Red Bull Arena,"New York, New York",,,MLS
New York Red Bulls,Real Salt Lake,1,2013,Red Bull Arena,"New York, New York","18,604",,MLS
New York Red Bulls,Real Salt Lake,1,2015,Red Bull Arena,"New York, New York","15,844",,MLS
New York Red Bulls,Real Salt Lake,1,2019,Red Bull Arena,"New York, New York","19,122",,MLS
New York Red Bulls,Toronto FC,1,2007,Giants Stadium,"New York, New York",,,MLS
New York Red Bulls,Toronto FC,1,2008,Giants Stadium,"New York, New York","11,119",,MLS
New York Red Bulls,Toronto FC,0,2008,Giants Stadium,"New York, New York","13,756",,MLS
New York Red Bulls,Toronto FC,1,2009,Giants Stadium,"New York, New York","21,305",,MLS
New York Red Bulls,Toronto FC,1,2010,Red Bull Arena,"New York, New York",,,MLS
New York Red Bulls,Toronto FC,1,2011,Red Bull Arena,"New York, New York",,,MLS
New York Red Bulls,Toronto FC,1,2012,Red Bull Arena,"New York, New York","25,017",,MLS
New York Red Bulls,Toronto FC,1,2013,Red Bull Arena,"New York, New York","17,236",,MLS
New York Red Bulls,Toronto FC,1,2014,Red Bull Arena,"New York, New York","24,068",,MLS
New York Red Bulls,Toronto FC,1,2015,Red Bull Arena,"New York, New York","20,685",,MLS
New York Red Bulls,Toronto FC,0,2016,Red Bull Arena,"New York, New York","21,303",,MLS
New York Red Bulls,Toronto FC,1,2016,Red Bull Arena,"New York, New York","20,324",,MLS
New York Red Bulls,Toronto FC,0,2017,Red Bull Arena,"New York, New York","18,107",,MLS
New York Red Bulls,Toronto FC,1,2018,Red Bull Arena,"New York, New York","20,731",,MLS
New York Red Bulls,Toronto FC,1,2019,Red Bull Arena,"New York, New York","20,128",,MLS
New York Red Bulls,Toronto FC,1,2020,Red Bull Arena,"New York, New York",,,MLS
New York Red Bulls,Toronto FC,1,2021,Red Bull Arena,"New York, New York",,,MLS
New York Red Bulls,Toronto FC,1,2022,Red Bull Arena,"New York, New York","19,142",,MLS
New York Red Bulls,Seattle Sounders FC,0,2010,Red Bull Arena,"New York, New York",,,MLS
New York Red Bulls,Seattle Sounders FC,1,2011,Red Bull Arena,"New York, New York",,,MLS
New York Red Bulls,Seattle Sounders FC,1,2014,Red Bull Arena,"New York, New York","25,000",,MLS
New York Red Bulls,Seattle Sounders FC,1,2016,Red Bull Arena,"New York, New York","21,102",,MLS
New York Red Bulls,Seattle Sounders FC,1,2018,Red Bull Arena,"New York, New York","15,553",,MLS
New York Red Bulls,Philadelphia Union,1,2010,Red Bull Arena,"New York, New York",,,MLS
New York Red Bulls,Philadelphia Union,1,2011,Red Bull Arena,"New York, New York",,,MLS
New York Red Bulls,Philadelphia Union,1,2012,Red Bull Arena,"New York, New York","21,842",,MLS
New York Red Bulls,Philadelphia Union,1,2013,Red Bull Arena,"New York, New York","15,824",,MLS
New York Red Bulls,Philadelphia Union,1,2014,Red Bull Arena,"New York, New York",,,MLS
New York Red Bulls,Philadelphia Union,0,2015,Red Bull Arena,"New York, New York","20,190",,MLS
New York Red Bulls,Philadelphia Union,1,2015,Red Bull Arena,"New York, New York","21,080",,MLS
New York Red Bulls,Philadelphia Union,1,2016,Red Bull Arena,"New York, New York","22,731",,MLS
New York Red Bulls,Philadelphia Union,1,2019,Red Bull Arena,"New York, New York","19,262",,MLS
New York Red Bulls,Philadelphia Union,0,2020,Red Bull Arena,"New York, New York",,,MLS
New York Red Bulls,Vancouver Whitecaps,0,2013,Red Bull Arena,"New York, New York","19,969",,MLS
New York Red Bulls,Vancouver Whitecaps,0,2015,Red Bull Arena,"New York, New York","20,053",,MLS
New York Red Bulls,Vancouver Whitecaps,1,2017,Red Bull Arena,"New York, New York","25,219",,MLS
New York Red Bulls,Portland Timbers,1,2011,Red Bull Arena,"New York, New York",,,MLS
New York Red Bulls,Portland Timbers,1,2012,Red Bull Arena,"New York, New York","19,043",,MLS
New York Red Bulls,Portland Timbers,0,2014,Red Bull Arena,"New York, New York","19,513",,MLS
New York Red Bulls,Portland Timbers,1,2018,Red Bull Arena,"New York, New York","18,374",,MLS
New York Red Bulls,CF Montréal,1,2012,Red Bull Arena,"New York, New York","13,415",,MLS
New York Red Bulls,CF Montréal,1,2013,Red Bull Arena,"New York, New York","11,892",,MLS
New York Red Bulls,CF Montréal,1,2013,Red Bull Arena,"New York, New York","17,235",,MLS
New York Red Bulls,CF Montréal,1,2014,Red Bull Arena,"New York, New York","17,891",,MLS
New York Red Bulls,CF Montréal,1,2015,Red Bull Arena,"New York, New York","14,961",,MLS
New York Red Bulls,CF Montréal,1,2016,Red Bull Arena,"New York, New York","23,459",,MLS
New York Red Bulls,CF Montréal,1,2016,Red Bull Arena,"New York, New York","22,209",,MLS
New York Red Bulls,CF Montréal,0,2016,Red Bull Arena,"New York, New York","24,314",,MLS
New York Red Bulls,CF Montréal,1,2017,Red Bull Arena,"New York, New York","22,251",,MLS
New York Red Bulls,CF Montréal,1,2018,Red Bull Arena,"New York, New York","15,017",,MLS
New York Red Bulls,CF Montréal,0,2019,Red Bull Arena,"New York, New York","11,115",,MLS
New York Red Bulls,CF Montréal,1,2020,Red Bull Arena,"New York, New York",,,MLS
New York Red Bulls,CF Montréal,1,2021,Red Bull Arena,"New York, New York","16,344",,MLS
New York Red Bulls,CF Montréal,0,2022,Red Bull Arena,"New York, New York","15,734",,MLS
New York Red Bulls,NYCFC,1,2015,Red Bull Arena,"New York, New York","25,217",,MLS
New York Red Bulls,NYCFC,1,2015,Red Bull Arena,"New York, New York","25,219",,MLS
New York Red Bulls,NYCFC,1,2016,Red Bull Arena,"New York, New York","25,218",,MLS
New York Red Bulls,NYCFC,0,2017,Red Bull Arena,"New York, New York","25,219",,MLS
New York Red Bulls,NYCFC,1,2018,Red Bull Arena,"New York, New York","25,219",,MLS
New York Red Bulls,NYCFC,1,2019,Red Bull Arena,"New York, New York","20,128",,MLS
New York Red Bulls,NYCFC,1,2020,Red Bull Arena,"New York, New York",,,MLS
New York Red Bulls,NYCFC,1,2021,Red Bull Arena,"New York, New York","18,613",,MLS
New York Red Bulls,Orlando City SC,0,2015,Red Bull Arena,"New York, New York","20,695",,MLS
New York Red Bulls,Orlando City SC,1,2016,Red Bull Arena,"New York, New York","18,238",,MLS
New York Red Bulls,Orlando City SC,1,2016,Red Bull Arena,"New York, New York","19,121",,MLS
New York Red Bulls,Orlando City SC,1,2017,Red Bull Arena,"New York, New York","25,219",,MLS
New York Red Bulls,Orlando City SC,1,2018,Red Bull Arena,"New York, New York","20,023",,MLS
New York Red Bulls,Orlando City SC,0,2019,Red Bull Arena,"New York, New York","15,108",,MLS
New York Red Bulls,Orlando City SC,1,2021,Red Bull Arena,"New York, New York",,,MLS
New York Red Bulls,Minnesota United FC,1,2018,Red Bull Arena,"New York, New York","14,768",,MLS
New York Red Bulls,Minnesota United FC,0,2019,Red Bull Arena,"New York, New York","15,706",,MLS
New York Red Bulls,Minnesota United FC,0,2022,Red Bull Arena,"New York, New York","14,848",,MLS
New York Red Bulls,FC Cincinnati,1,2019,Red Bull Arena,"New York, New York","16,848",,MLS
New York Red Bulls,FC Cincinnati,1,2020,Red Bull Arena,"New York, New York","15,703",,MLS
New York Red Bulls,FC Cincinnati,0,2020,Red Bull Arena,"New York, New York",,,MLS
New York Red Bulls,Atlanta United FC,1,2018,Red Bull Arena,"New York, New York","22,057",,MLS
New York Red Bulls,Atlanta United FC,1,2018,Red Bull Arena,"New York, New York","22,137",,MLS
New York Red Bulls,Atlanta United FC,1,2019,Red Bull Arena,"New York, New York","18,495",,MLS
New York Red Bulls,Atlanta United FC,1,2022,Red Bull Arena,"New York, New York","14,122",,MLS
New York Red Bulls,LAFC,1,2018,Red Bull Arena,"New York, New York","20,402",,MLS
New York Red Bulls,Inter Miami CF,0,2020,Red Bull Arena,"New York, New York",,,MLS
New York Red Bulls,Inter Miami CF,1,2021,Red Bull Arena,"New York, New York","17,516",,MLS
New York Red Bulls,New England Revolution,0,2003,Giants Stadium,"New York, New York",,,MLS
New York Red Bulls,New England Revolution,0,2003,Giants Stadium,"New York, New York",,,MLS
New York Red Bulls,New England Revolution,1,2004,Giants Stadium,"New York, New York",,,MLS
New York Red Bulls,New England Revolution,1,2005,Giants Stadium,"New York, New York",,,MLS
New York Red Bulls,New England Revolution,1,2005,Giants Stadium,"New York, New York",,,MLS
New York Red Bulls,New England Revolution,0,2006,Giants Stadium,"New York, New York",,,MLS
New York Red Bulls,New England Revolution,0,2007,Giants Stadium,"New York, New York",,,MLS
New York Red Bulls,New England Revolution,1,2010,Red Bull Arena,"New York, New York",,,MLS
New York Red Bulls,New England Revolution,1,2011,Red Bull Arena,"New York, New York",,,MLS
New York Red Bulls,New England Revolution,1,2012,Red Bull Arena,"New York, New York","18,152",,MLS
New York Red Bulls,New England Revolution,1,2013,Red Bull Arena,"New York, New York","18,029",,MLS
New York Red Bulls,New England Revolution,1,2014,Red Bull Arena,"New York, New York","20,862",,MLS
New York Red Bulls,New England Revolution,0,2014,Red Bull Arena,"New York, New York","25,000",,MLS
New York Red Bulls,New England Revolution,1,2015,Red Bull Arena,"New York, New York","18,640",,MLS
New York Red Bulls,New England Revolution,1,2016,Red Bull Arena,"New York, New York","22,600",,MLS
New York Red Bulls,New England Revolution,1,2017,Red Bull Arena,"New York, New York","19,252",,MLS
New York Red Bulls,New England Revolution,1,2018,Red Bull Arena,"New York, New York","16,027",,MLS
New York Red Bulls,New England Revolution,1,2020,Red Bull Arena,"New York, New York",,,MLS
New York Red Bulls,New England Revolution,0,2021,Red Bull Arena,"New York, New York","13,444",,MLS
New York Red Bulls,Nashville SC,1,2021,Red Bull Arena,"New York, New York","10,173",,MLS
FC Dallas,Chicago Fire FC,1,2003,Dragon Stadium,"Dallas, Texas",,,MLS
FC Dallas,Chicago Fire FC,1,2004,Cotton Bowl,"Dallas, Texas",,,MLS
FC Dallas,Chicago Fire FC,1,2005,Cotton Bowl,"Dallas, Texas",,,MLS
FC Dallas,Chicago Fire FC,1,2006,Pizza Hut Park,"Dallas, Texas",,,MLS
FC Dallas,Chicago Fire FC,1,2008,Pizza Hut Park,"Dallas, Texas","14,738",,MLS
FC Dallas,Chicago Fire FC,0,2009,Pizza Hut Park,"Dallas, Texas","15,905",,MLS
FC Dallas,Chicago Fire FC,1,2010,Pizza Hut Park,"Dallas, Texas",,,MLS
FC Dallas,Chicago Fire FC,0,2013,Toyota Stadium,"Dallas, Texas","14,087",,MLS
FC Dallas,Chicago Fire FC,1,2016,Toyota Stadium,"Dallas, Texas","13,942",,MLS
FC Dallas,Chicago Fire FC,1,2018,Toyota Stadium,"Dallas, Texas","16,000",,MLS
FC Dallas,DC United,0,2005,Pizza Hut Park,"Dallas, Texas",,,MLS
FC Dallas,DC United,0,2006,Pizza Hut Park,"Dallas, Texas",,,MLS
FC Dallas,DC United,0,2007,Pizza Hut Park,"Dallas, Texas",,,MLS
FC Dallas,DC United,1,2008,Pizza Hut Park,"Dallas, Texas","12,138",,MLS
FC Dallas,DC United,1,2010,Pizza Hut Park,"Dallas, Texas",,,MLS
FC Dallas,DC United,1,2013,Toyota Stadium,"Dallas, Texas","14,322",,MLS
FC Dallas,DC United,1,2015,Toyota Stadium,"Dallas, Texas","16,215",,MLS
FC Dallas,DC United,1,2017,Toyota Stadium,"Dallas, Texas","16,291",,MLS
FC Dallas,DC United,1,2019,Toyota Stadium,"Dallas, Texas","19,096",,MLS
FC Dallas,New York Red Bulls,0,2004,Cotton Bowl,"Dallas, Texas",,,MLS
FC Dallas,New York Red Bulls,1,2006,Pizza Hut Park,"Dallas, Texas",,,MLS
FC Dallas,New York Red Bulls,0,2007,Pizza Hut Park,"Dallas, Texas",,,MLS
FC Dallas,New York Red Bulls,1,2008,Pizza Hut Park,"Dallas, Texas","11,564",,MLS
FC Dallas,New York Red Bulls,1,2009,Pizza Hut Park,"Dallas, Texas","14,327",,MLS
FC Dallas,New York Red Bulls,0,2011,Pizza Hut Park,"Dallas, Texas",,,MLS
FC Dallas,New York Red Bulls,0,2011,Pizza Hut Park,"Dallas, Texas",,,MLS
FC Dallas,New York Red Bulls,1,2012,Toyota Stadium,"Dallas, Texas","20,906",,MLS
FC Dallas,New York Red Bulls,0,2014,Toyota Stadium,"Dallas, Texas","17,105",,MLS
FC Dallas,New York Red Bulls,0,2019,Toyota Stadium,"Dallas, Texas","12,263",,MLS
FC Dallas,San Jose Earthquakes,0,2004,Cotton Bowl,"Dallas, Texas",,,MLS
FC Dallas,San Jose Earthquakes,0,2005,Pizza Hut Park,"Dallas, Texas",,,MLS
FC Dallas,San Jose Earthquakes,1,2010,Pizza Hut Park,"Dallas, Texas",,,MLS
FC Dallas,San Jose Earthquakes,0,2011,Pizza Hut Park,"Dallas, Texas",,,MLS
FC Dallas,San Jose Earthquakes,1,2013,Toyota Stadium,"Dallas, Texas","15,063",,MLS
FC Dallas,San Jose Earthquakes,0,2014,Toyota Stadium,"Dallas, Texas","15,682",,MLS
FC Dallas,San Jose Earthquakes,1,2015,Toyota Stadium,"Dallas, Texas","15,236",,MLS
FC Dallas,San Jose Earthquakes,1,2015,Toyota Stadium,"Dallas, Texas","16,937",,MLS
FC Dallas,San Jose Earthquakes,0,2017,Toyota Stadium,"Dallas, Texas","14,200",,MLS
FC Dallas,San Jose Earthquakes,0,2018,Toyota Stadium,"Dallas, Texas","17,282",,MLS
FC Dallas,Colorado Rapids,1,2003,Dragon Stadium,"Dallas, Texas",,,MLS
FC Dallas,Colorado Rapids,1,2004,Cotton Bowl,"Dallas, Texas",,,MLS
FC Dallas,Colorado Rapids,1,2005,Cotton Bowl,"Dallas, Texas",,,MLS
FC Dallas,Colorado Rapids,1,2006,Pizza Hut Park,"Dallas, Texas",,,MLS
FC Dallas,Colorado Rapids,1,2006,Pizza Hut Park,"Dallas, Texas",,,MLS
FC Dallas,Colorado Rapids,0,2006,Pizza Hut Park,"Dallas, Texas",,,MLS
FC Dallas,Colorado Rapids,1,2007,Pizza Hut Park,"Dallas, Texas",,,MLS
FC Dallas,Colorado Rapids,1,2007,Pizza Hut Park,"Dallas, Texas",,,MLS
FC Dallas,Colorado Rapids,0,2008,Pizza Hut Park,"Dallas, Texas","7,140",,MLS
FC Dallas,Colorado Rapids,1,2009,Pizza Hut Park,"Dallas, Texas","15,243",,MLS
FC Dallas,Colorado Rapids,1,2011,Pizza Hut Park,"Dallas, Texas",,,MLS
FC Dallas,Colorado Rapids,0,2012,Toyota Stadium,"Dallas, Texas","11,702",,MLS
FC Dallas,Colorado Rapids,1,2012,Toyota Stadium,"Dallas, Texas","10,222",,MLS
FC Dallas,Colorado Rapids,1,2013,Toyota Stadium,"Dallas, Texas","18,075",,MLS
FC Dallas,Colorado Rapids,1,2014,Toyota Stadium,"Dallas, Texas","16,209",,MLS
FC Dallas,Colorado Rapids,1,2014,Toyota Stadium,"Dallas, Texas","15,731",,MLS
FC Dallas,Colorado Rapids,0,2015,Toyota Stadium,"Dallas, Texas","12,929",,MLS
FC Dallas,Colorado Rapids,0,2016,Toyota Stadium,"Dallas, Texas","14,468",,MLS
FC Dallas,Colorado Rapids,1,2017,Toyota Stadium,"Dallas, Texas","14,566",,MLS
FC Dallas,Colorado Rapids,1,2019,Toyota Stadium,"Dallas, Texas","14,514",,MLS
FC Dallas,Colorado Rapids,1,2020,Toyota Stadium,"Dallas, Texas",,,MLS
FC Dallas,Colorado Rapids,1,2022,Toyota Stadium,"Dallas, Texas","15,893",,MLS
FC Dallas,Chivas USA,1,2005,Cotton Bowl,"Dallas, Texas",,,MLS
FC Dallas,Chivas USA,1,2006,Pizza Hut Park,"Dallas, Texas",,,MLS
FC Dallas,Chivas USA,0,2006,Pizza Hut Park,"Dallas, Texas",,,MLS
FC Dallas,Chivas USA,1,2007,Pizza Hut Park,"Dallas, Texas",,,MLS
FC Dallas,Chivas USA,0,2009,Pizza Hut Park,"Dallas, Texas","6,524",,MLS
FC Dallas,Chivas USA,1,2010,Pizza Hut Park,"Dallas, Texas",,,MLS
FC Dallas,Chivas USA,1,2011,Pizza Hut Park,"Dallas, Texas",,,MLS
FC Dallas,Chivas USA,1,2014,Toyota Stadium,"Dallas, Texas","15,564",,MLS
FC Dallas,Real Salt Lake,1,2005,Cotton Bowl,"Dallas, Texas",,,MLS
FC Dallas,Real Salt Lake,1,2005,Pizza Hut Park,"Dallas, Texas",,,MLS
FC Dallas,Real Salt Lake,1,2006,Pizza Hut Park,"Dallas, Texas",,,MLS
FC Dallas,Real Salt Lake,1,2006,Pizza Hut Park,"Dallas, Texas",,,MLS
FC Dallas,Real Salt Lake,1,2007,Pizza Hut Park,"Dallas, Texas",,,MLS
FC Dallas,Real Salt Lake,1,2008,Pizza Hut Park,"Dallas, Texas","8,960",,MLS
FC Dallas,Real Salt Lake,1,2009,Pizza Hut Park,"Dallas, Texas",,,MLS
FC Dallas,Real Salt Lake,1,2010,Pizza Hut Park,"Dallas, Texas",,,MLS
FC Dallas,Real Salt Lake,1,2010,Pizza Hut Park,"Dallas, Texas",,,MLS
FC Dallas,Real Salt Lake,1,2013,Toyota Stadium,"Dallas, Texas","11,181",,MLS
FC Dallas,Real Salt Lake,0,2013,Toyota Stadium,"Dallas, Texas","16,560",,MLS
FC Dallas,Real Salt Lake,1,2014,Toyota Stadium,"Dallas, Texas","17,622",,MLS
FC Dallas,Real Salt Lake,1,2015,Toyota Stadium,"Dallas, Texas","18,172",,MLS
FC Dallas,Real Salt Lake,1,2016,Toyota Stadium,"Dallas, Texas","13,128",,MLS
FC Dallas,Real Salt Lake,1,2017,Toyota Stadium,"Dallas, Texas","14,016",,MLS
FC Dallas,Real Salt Lake,0,2021,Toyota Stadium,"Dallas, Texas","12,486",,MLS
FC Dallas,Toronto FC,1,2007,Pizza Hut Park,"Dallas, Texas",,,MLS
FC Dallas,Toronto FC,1,2009,Pizza Hut Park,"Dallas, Texas","6,813",,MLS
FC Dallas,Toronto FC,1,2010,Pizza Hut Park,"Dallas, Texas",,,MLS
FC Dallas,Toronto FC,1,2011,Pizza Hut Park,"Dallas, Texas",,,MLS
FC Dallas,Toronto FC,1,2014,Toyota Stadium,"Dallas, Texas","17,406",,MLS
FC Dallas,Toronto FC,1,2015,Toyota Stadium,"Dallas, Texas","16,176",,MLS
FC Dallas,Toronto FC,1,2017,Toyota Stadium,"Dallas, Texas","14,984",,MLS
FC Dallas,Toronto FC,1,2019,Toyota Stadium,"Dallas, Texas","13,623",,MLS
FC Dallas,Seattle Sounders FC,0,2011,Pizza Hut Park,"Dallas, Texas",,,MLS
FC Dallas,Seattle Sounders FC,0,2012,Toyota Stadium,"Dallas, Texas","10,092",,MLS
FC Dallas,Seattle Sounders FC,1,2013,Toyota Stadium,"Dallas, Texas","15,017",,MLS
FC Dallas,Seattle Sounders FC,0,2014,Toyota Stadium,"Dallas, Texas","17,070",,MLS
FC Dallas,Seattle Sounders FC,1,2014,Toyota Stadium,"Dallas, Texas","14,601",,MLS
FC Dallas,Seattle Sounders FC,1,2015,Toyota Stadium,"Dallas, Texas","17,287",,MLS
FC Dallas,Seattle Sounders FC,1,2016,Toyota Stadium,"Dallas, Texas","14,630",,MLS
FC Dallas,Seattle Sounders FC,1,2016,Toyota Stadium,"Dallas, Texas","14,468",,MLS
FC Dallas,Seattle Sounders FC,1,2016,Toyota Stadium,"Dallas, Texas","14,878",,MLS
FC Dallas,Seattle Sounders FC,1,2018,Toyota Stadium,"Dallas, Texas","13,310",,MLS
FC Dallas,Seattle Sounders FC,1,2019,Toyota Stadium,"Dallas, Texas","14,327",,MLS
FC Dallas,Seattle Sounders FC,0,2021,Toyota Stadium,"Dallas, Texas","11,535",,MLS
FC Dallas,Seattle Sounders FC,1,2022,Toyota Stadium,"Dallas, Texas","19,096",,MLS
FC Dallas,Philadelphia Union,1,2010,Pizza Hut Park,"Dallas, Texas",,,MLS
FC Dallas,Philadelphia Union,1,2011,Pizza Hut Park,"Dallas, Texas",,,MLS
FC Dallas,Philadelphia Union,1,2014,Toyota Stadium,"Dallas, Texas","21,182",,MLS
